"","Date","Team","Acquired","Relinquished","Notes"
"2052","2018-09-24","Nets","• Alan Williams","","signed free agent to a two way contract"
"2053","2018-09-24","Pistons","","• Scottie Lindsey","waived"
"2054","2018-09-24","Pistons","• Chris McCullough","","signed unrestricted free agent"
"2055","2018-09-24","Spurs","• Nick Johnson","","signed free agent"
"2056","2018-09-24","Timberwolves","• Darius Johnson-Odom","","signed free agent"
"2057","2018-09-24","Timberwolves","• Jonathan Stark","","signed free agent"
"2058","2018-09-24","Warriors","• Tyler Ulis","","signed free agent"
"2059","2018-09-25","Celtics","","• Jonathan Gibson","waived"
"2060","2018-09-25","Kings","• Cameron Reynolds / Cam Reynolds","","signed free agent"
"2061","2018-09-25","Knicks","• Tyrius Walker","","signed free agent"
"2062","2018-09-25","Nets","• Nuni Omot","","signed free agent"
"2063","2018-09-25","Spurs","","• Darrun Hilliard","waived"
"2064","2018-09-25","Spurs","","• Josh Huestis","waived"
"2065","2018-09-25","Thunder","","• Devon Hall","waived"
"2066","2018-09-25","Thunder","","• Donte Grantham","waived"
"2067","2018-09-25","Thunder","","• Kevin Hervey","waived"
"2068","2018-09-25","Thunder","• Abdel Nader","","signed free agent"
"2069","2018-09-26","Kings","• Brandon Austin","","signed free agent"
"2070","2018-09-27","Kings","• Kalin Lucas","","signed free agent"
"2071","2018-09-27","Magic","","• Gabe York","waived"
"2072","2018-09-28","Magic","• Devin Davis","","signed free agent"
"2073","2018-09-29","Pelicans","• Brandon McCoy","","signed free agent"
"2074","2018-09-30","Kings","","• Brandon Austin","waived"
"2075","2018-10-01","Celtics","","• Justin Bibbs","waived"
"2076","2018-10-01","Celtics","• Marcus Georges-Hunt","","signed unrestricted free agent"
"2077","2018-10-01","Kings","• Taren Sullivan","","signed free agent"
"2078","2018-10-02","Hawks","","• Cole Aldrich","waived"
"2079","2018-10-02","Knicks","","• Tyrius Walker","waived"
"2080","2018-10-02","Knicks","• John Jenkins","","signed free agent"
"2081","2018-10-02","Knicks","• Phillip Carr / Phil Carr","","signed free agent"
"2082","2018-10-02","Kings","","• Taren Sullivan","waived"
"2083","2018-10-03","Jazz","","• Trey Lewis","waived"
"2084","2018-10-03","Jazz","• Isaiah Cousins","","signed free agent"
"2085","2018-10-03","Kings","• Gabe Vincent","","signed free agent"
"2086","2018-10-03","Knicks","","• Phillip Carr / Phil Carr","waived"
"2087","2018-10-04","Kings","","• Gabe Vincent","waived"
"2088","2018-10-04","Knicks","","• John Jenkins","waived"
"2089","2018-10-04","Knicks","• Billy Garrett","","signed free agent"
"2090","2018-10-05","Knicks","","• Billy Garrett","waived"
"2091","2018-10-05","Knicks","• Paul Watson","","signed free agent"
"2092","2018-10-06","Knicks","","• Paul Watson","waived"
"2093","2018-10-07","Heat","","• Malik Newman","waived"
"2094","2018-10-07","Heat","","• Marcus Lee","waived"
"2095","2018-10-07","Heat","• Charles Cooke","","signed unrestricted free agent"
"2096","2018-10-07","Heat","• DeAndre Liggins","","signed free agent"
"2097","2018-10-07","Kings","","• Jamel Artis","waived"
"2098","2018-10-07","Knicks","• Jeff Coby","","signed free agent"
"2099","2018-10-07","Knicks","• Paul Watson","","signed free agent"
"2100","2018-10-07","Pistons","","• Chris McCullough","waived"
"2101","2018-10-08","Grizzlies","","• Ismaila Kane","waived"
"2102","2018-10-08","Grizzlies","• D.J. Stephens","","signed free agent to a two way contract"
"2103","2018-10-08","Hawks","• Isaac Humphries","","signed free agent"
"2104","2018-10-08","Lakers","","• Jeffrey Carroll","waived"
"2105","2018-10-08","Lakers","","• Joel Berry II","waived"
"2106","2018-10-08","Mavericks","","• Codi Miller-McIntyre","waived"
"2107","2018-10-08","Mavericks","","• Jalen Jones","waived"
"2108","2018-10-08","Mavericks","• Donte Ingram","","signed free agent"
"2109","2018-10-08","Mavericks","• Rashad Vaughn","","signed free agent"
"2110","2018-10-08","Nuggets","","• Emanuel Terry","waived"
"2111","2018-10-08","Rockets","","• Rob Gray","waived"
"2112","2018-10-08","Spurs","","• Jaron Blossomgame","waived"
"2113","2018-10-08","Warriors","• Will Cherry","","signed free agent"
"2114","2018-10-09","Celtics","","• Jeff Roberson","waived"
"2115","2018-10-09","Celtics","","• Nicholas King / Nick King","waived"
"2116","2018-10-09","Clippers","","• Desi Rodriguez","waived"
"2117","2018-10-09","Hawks","","• Isaac Humphries","waived"
"2118","2018-10-09","Hawks","• C.J. Anderson","","signed free agent"
"2119","2018-10-09","Rockets","• Brandon Sampson","","signed free agent"
"2120","2018-10-09","Spurs","• Josh Huestis","","signed free agent"
"2121","2018-10-10","76ers","","• Anthony Brown","waived"
"2122","2018-10-10","76ers","","• Norvel Pelle","waived"
"2123","2018-10-10","76ers","• D.J. Hogg","","signed free agent"
"2124","2018-10-10","76ers","• Matt Farrell","","signed free agent"
"2125","2018-10-10","Cavaliers","","• Levi Randolph","waived"
"2126","2018-10-10","Clippers","• Jamel Artis","","signed free agent"
"2127","2018-10-10","Magic","","• B.J. Johnson","waived"
"2128","2018-10-10","Magic","• John Petrucelli","","signed free agent"
"2129","2018-10-10","Mavericks","","• Ding Yanyuhang","waived"
"2130","2018-10-10","Rockets","• Angel Rodriguez","","signed free agent"
"2131","2018-10-10","Thunder","","• Bryce Alford","waived"
"2132","2018-10-10","Thunder","","• K.J. McDaniels","waived"
"2133","2018-10-10","Thunder","","• Richard Solomon","waived"
"2134","2018-10-10","Thunder","• Dez Wells","","signed free agent"
"2135","2018-10-10","Thunder","• Donte Grantham","","signed free agent"
"2136","2018-10-10","Thunder","• Scotty Hopson","","signed free agent"
"2137","2018-10-11","Bucks","","• Shabazz Muhammad","waived"
"2138","2018-10-11","Cavaliers","• Emanuel Terry","","signed free agent"
"2139","2018-10-11","Heat","","• Charles Cooke","waived"
"2140","2018-10-11","Heat","","• DeAndre Liggins","waived"
"2141","2018-10-11","Heat","• Raphiael Putney","","signed free agent"
"2142","2018-10-11","Heat","• Rodney Purvis","","signed free agent"
"2143","2018-10-11","Hornets","","• Isaiah Wilkins","waived"
"2144","2018-10-11","Hornets","","• Jaylen Barford","waived"
"2145","2018-10-11","Mavericks","","• Donte Ingram","waived"
"2146","2018-10-11","Mavericks","","• Rashad Vaughn","waived"
"2147","2018-10-11","Nets","","• Jordan McLaughlin","waived"
"2148","2018-10-11","Nets","","• Nuni Omot","waived"
"2149","2018-10-11","Pacers","","• Elijah Stewart","waived"
"2150","2018-10-11","Pacers","","• Omari Johnson","waived"
"2151","2018-10-11","Spurs","","• Josh Huestis","waived"
"2152","2018-10-11","Warriors","","• Will Cherry","waived"
"2153","2018-10-11","Warriors","• Deyonta Davis","","signed free agent"
"2154","2018-10-12","76ers","","• D.J. Hogg","waived"
"2155","2018-10-12","76ers","","• Matt Farrell","waived"
"2156","2018-10-12","76ers","• Cory Jefferson","","signed free agent"
"2157","2018-10-12","76ers","• Darin Johnson","","signed free agent"
"2158","2018-10-12","Lakers","• Scott Machado","","signed free agent"
"2159","2018-10-12","Magic","","• Devin Davis","waived"
"2160","2018-10-12","Magic","","• John Petrucelli","waived"
"2161","2018-10-12","Mavericks","• Ding Yanyuhang","","signed free agent"
"2162","2018-10-12","Nets","","• Mitch Creek","waived"
"2163","2018-10-12","Nets","• Drew Gordon","","signed free agent"
"2164","2018-10-12","Nets","• Shannon Scott","","signed free agent"
"2165","2018-10-12","Nets","• Tahjere McCall","","signed free agent"
"2166","2018-10-12","Nuggets","","• Donald Sloan","waived"
"2167","2018-10-12","Nuggets","","• Xavier Silas","waived"
"2168","2018-10-12","Pelicans","","• Brandon McCoy","waived"
"2169","2018-10-12","Pelicans","","• Darius Morris","waived"
"2170","2018-10-12","Pistons","","• Johnny Hamilton","waived"
"2171","2018-10-12","Raptors","","• Deng Adel","waived"
"2172","2018-10-12","Raptors","","• Eric Moreland","waived"
"2173","2018-10-12","Raptors","","• Kahlil Felder / Kay Felder","waived"
"2174","2018-10-12","Raptors","","• Kyle Collinsworth","waived"
"2175","2018-10-12","Rockets","• Tim Bond","","signed free agent"
"2176","2018-10-12","Thunder","","• Abdul Gaddy","waived"
"2177","2018-10-12","Thunder","","• Dez Wells","waived"
"2178","2018-10-12","Thunder","","• Donte Grantham","waived"
"2179","2018-10-12","Thunder","","• Scotty Hopson","waived"
"2180","2018-10-12","Warriors","","• Danuel House","waived"
"2181","2018-10-12","Warriors","","• Deyonta Davis","waived"
"2182","2018-10-12","Warriors","","• Kendrick Nunn","waived"
"2183","2018-10-12","Warriors","","• Tyler Ulis","waived"
"2184","2018-10-12","Warriors","• Jaleel Cousins","","signed free agent"
"2185","2018-10-12","Timberwolves","• William Lee","","signed free agent"
"2186","2018-10-12","Rockets","","• Alessandro Gentile","waived"
"2187","2018-10-13","76ers","","• Cory Jefferson","waived"
"2188","2018-10-13","76ers","","• Darin Johnson","waived"
"2189","2018-10-13","76ers","","• Emeka Okafor","waived"
"2190","2018-10-13","Blazers","","• Cameron Oliver","waived"
"2191","2018-10-13","Blazers","","• Chinanu Onuaku","waived"
"2192","2018-10-13","Blazers","","• Gary Payton II","waived"
"2193","2018-10-13","Bucks","","• Tyler Zeller","waived"
"2194","2018-10-13","Bulls","","• Antonius Cleveland","waived"
"2195","2018-10-13","Bulls","","• Derrick Walton Jr.","waived"
"2196","2018-10-13","Bulls","","• JaKarr Sampson","waived"
"2197","2018-10-13","Bulls","","• Kaiser Gates","waived"
"2198","2018-10-13","Cavaliers","","• Bonzie Colson","waived"
"2199","2018-10-13","Cavaliers","","• Emanuel Terry","waived"
"2200","2018-10-13","Cavaliers","","• Isaiah Taylor","waived"
"2201","2018-10-13","Cavaliers","","• Kobi Simmons","waived"
"2202","2018-10-13","Celtics","","• Marcus Georges-Hunt","waived"
"2203","2018-10-13","Clippers","","• Jamel Artis","waived"
"2204","2018-10-13","Grizzlies","","• Brandon Goodwin","waived"
"2205","2018-10-13","Grizzlies","","• Doral Moore","waived"
"2206","2018-10-13","Grizzlies","","• Markel Crawford","waived"
"2207","2018-10-13","Hawks","","• C.J. Anderson","waived"
"2208","2018-10-13","Hawks","","• R.J. Hunter","waived"
"2209","2018-10-13","Hawks","","• Thomas Robinson","waived"
"2210","2018-10-13","Heat","","• Briante Weber","waived"
"2211","2018-10-13","Heat","","• Jarnell Stokes","waived"
"2212","2018-10-13","Heat","","• Raphiael Putney","waived"
"2213","2018-10-13","Heat","","• Rodney Purvis","waived"
"2214","2018-10-13","Hornets","","• Zach Smith","waived"
"2215","2018-10-13","Jazz","","• Isaac Haas","waived"
"2216","2018-10-13","Jazz","","• Isaiah Cousins","waived"
"2217","2018-10-13","Jazz","","• Jairus Lyles","waived"
"2218","2018-10-13","Kings","","• Cameron Reynolds / Cam Reynolds","waived"
"2219","2018-10-13","Kings","","• Kalin Lucas","waived"
"2220","2018-10-13","Knicks","","• Jeff Coby","waived"
"2221","2018-10-13","Knicks","","• Joakim Noah","waived"
"2222","2018-10-13","Knicks","","• Kadeem Allen","waived"
"2223","2018-10-13","Lakers","","• Johnathan Williams","waived"
"2224","2018-10-13","Lakers","","• Scott Machado","waived"
"2225","2018-10-13","Magic","","• Braian Angola-Rodas","waived"
"2226","2018-10-13","Nets","","• Drew Gordon","waived"
"2227","2018-10-13","Nets","","• Shannon Scott","waived"
"2228","2018-10-13","Nets","","• Tahjere McCall","waived"
"2229","2018-10-13","Pelicans","","• Garlon Green","waived"
"2230","2018-10-13","Pelicans","","• Jarrett Jack","waived"
"2231","2018-10-13","Rockets","","• Angel Rodriguez","waived"
"2232","2018-10-13","Rockets","","• Brandon Sampson","waived"
"2233","2018-10-13","Rockets","","• Bruno Caboclo","waived"
"2234","2018-10-13","Rockets","","• Tim Bond","waived"
"2235","2018-10-13","Spurs","","• Nick Johnson","waived"
"2236","2018-10-13","Spurs","","• Okaro White","waived"
"2237","2018-10-13","Timberwolves","","• Darius Johnson-Odom","waived"
"2238","2018-10-13","Timberwolves","","• Jonathan Stark","waived"
"2239","2018-10-13","Wizards","","• Chasson Randle","waived"
"2240","2018-10-13","Wizards","","• Chris Chiozza","waived"
"2241","2018-10-13","Wizards","","• Lavoy Allen","waived"
"2242","2018-10-13","Wizards","","• Tiwian Kendley","waived"
"2243","2018-10-13","Jazz","• Stephaun Branch / Steph Branch","","signed free agent"
"2244","2018-10-13","Pacers","• Demetrius Denzel-Dyson","","signed free agent"
"2245","2018-10-13","Timberwolves","• Canyon Barry","","signed free agent"
"2246","2018-10-13","Wizards","• Oleksandr Kobets","","signed free agent"
"2247","2018-10-13","Jazz","","• Stephaun Branch / Steph Branch","waived"
"2248","2018-10-13","Pacers","","• Demetrius Denzel-Dyson","waived"
"2249","2018-10-13","Timberwolves","","• Canyon Barry","waived"
"2250","2018-10-13","Timberwolves","","• William Lee","waived"
"2251","2018-10-13","Wizards","","• Oleksandr Kobets","waived"
"2252","2018-10-14","Mavericks","","• Ding Yanyuhang","waived"
"2253","2018-10-14","Raptors","","• Malcolm Miller","waived"
"2254","2018-10-15","Bucks","","• Tim Frazier","waived"
"2255","2018-10-15","Bucks","• Jodie Meeks• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)• cash","• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)","trade with Wizards"
"2256","2018-10-15","Clippers","","• Jawun Evans","waived"
"2257","2018-10-15","Knicks","","• Paul Watson","waived"
"2258","2018-10-15","Pistons","","• Reggie Hearn","waived"
"2259","2018-10-15","Suns","","• Darrell Arthur","waived"
"2260","2018-10-15","Suns","","• Shaquille Harrison","waived"
"2261","2018-10-15","Wizards","• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)","• Jodie Meeks• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)• cash","trade with Bucks"
"2262","2018-10-15","Clippers","• Alexis Ajinca / Alex Ajinca","• Wesley Johnson / Wes Johnson","trade with Pelicans"
"2263","2018-10-15","Pelicans","• Wesley Johnson / Wes Johnson","• Alexis Ajinca / Alex Ajinca","trade with Clippers"
"2264","2018-10-15","Clippers","","• Alexis Ajinca / Alex Ajinca","waived"
"2265","2018-10-16","Suns","","• Davon Reed","waived"
"2266","2018-10-16","Suns","• Jamal Crawford","","signed unrestricted free agent to a 1-year, $2.3M contract"
